,Ano de exibição,Título da obra,Gênero,País(es) produtor(es) da obra,Nacionalidade da obra,Empresa distribuidora,Origem da empresa distribuidora,Público no ano de exibição,Renda (R$) no ano de exibição
1129,2018,O Futuro Adiante,Ficção,Argentina,Estrangeira,Supo Mungam Films,Distribuição Nacional,6044.0,93790.0
1130,2018,O Grande Circo Mistico,Ficção,"Brasil, França, Portugal",Brasileira,H2O Films,Distribuição Nacional,51120.0,831794.0
1131,2018,O Grinch,Animação,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,1505786.0,22185631.0
1132,2018,O Homem Das Cavernas,Animação,"Estados Unidos, França, Reino Unido",Estrangeira,Paris,Distribuição Nacional,139041.0,1968520.0
1133,2018,O Homem Perfeito,Ficção,Brasil,Brasileira,Downtown,Distribuição Nacional,11289.0,178904.0
1134,2018,O Homem Que Caiu Na Terra,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Zeta Filmes,Distribuição Nacional,123.0,1272.0
1135,2018,O Homem Que Parou O Tempo,Ficção,Brasil,Brasileira,Elo Company,Distribuição Nacional,982.0,8236.0
1136,2018,O Insulto,Ficção,"Bélgica, Chipre, Estados Unidos, França, Líbano",Estrangeira,Imovision,Distribuição Nacional,48107.0,757856.0
1137,2018,O Jabuti E A Anta,Documentário,Brasil,Brasileira,Taturana,Distribuição Nacional,202.0,1905.0
1138,2018,O Jovem Karl Marx*,Ficção,"Alemanha, Bélgica, França",Estrangeira,Califórnia,Distribuição Nacional,31558.0,460396.0
1139,2018,O Leopardo,Ficção,"França, Itália",Estrangeira,F. J. Cines,Distribuição Nacional,366.0,2279.0
1140,2018,O Mistério Do Relógio Na Parede,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,374926.0,5307707.0
1141,2018,O Motorista De Táxi,Ficção,Coréia do Sul,Estrangeira,Califórnia,Distribuição Nacional,2234.0,35010.0
1142,2018,O Mundo Fora Do Lugar,Ficção,Alemanha,Estrangeira,Alphaville Filmes,Distribuição Nacional,43.0,588.0
1143,2018,O Muro,Documentário,Brasil,Brasileira,Espiral,Distribuição Nacional,205.0,2661.0
1144,2018,O Nome Da Morte,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,45766.0,711964.0
1145,2018,O Nó Do Diabo,Ficção,Brasil,Brasileira,Elo Company,Distribuição Nacional,1712.0,15589.0
1146,2018,O Orgulho,Ficção,"Bélgica, França",Estrangeira,Pandora Filmes,Distribuição Nacional,49505.0,828311.0
1147,2018,O Ornitólogo,Ficção,"Brasil, França, Portugal",Brasileira,Vitrine Filmes,Distribuição Nacional,35.0,205.0
1148,2018,O Outro Lado da Esperança*,Ficção,"Alemanha, Finlândia",Estrangeira,Imovision,Distribuição Nacional,520.0,4431.0
1149,2018,"O Paciente, O Caso Tancredo Neves",Ficção,Brasil,Brasileira,Paris,Distribuição Nacional,40793.0,818899.0
1150,2018,O Pacto De Adriana,Documentário,Chile,Estrangeira,F. J. Cines,Distribuição Nacional,1465.0,14362.0
1151,2018,O Parque,Ficção,França,Estrangeira,Zeta Filmes,Distribuição Nacional,649.0,8160.0
1152,2018,O Parque Do Inferno,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,199397.0,2726804.0
1153,2018,O Passageiro,Ficção,"Estados Unidos, França, Reino Unido",Estrangeira,Imagem/Califórnia,Distribuição Nacional,329794.0,5273879.0
1154,2018,O Poder De Diane,Ficção,França,Estrangeira,Bonfilm,Distribuição Nacional,1900.0,27707.0
1155,2018,O Poder E O Impossível,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,70.0,410.0
1156,2018,O Poderoso Chefinho,Animação,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,227.0,2036.0
1157,2018,O Predador,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,804644.0,12634198.0
1158,2018,O Primeiro Homem,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,299501.0,5756489.0
1159,2018,O Processo,Documentário,"Brasil, Alemanha",Brasileira,Vitrine Filmes,Distribuição Nacional,65918.0,915174.0
1160,2018,O Protetor 2,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,843955.0,13391419.0
1161,2018,O Que De Verdade Importa,Ficção,"Canadá, Espanha, Estados Unidos",Estrangeira,Anagrama Filmes,Distribuição Nacional,343770.0,4984386.0
1162,2018,O Que Será De Nozes 2,Animação,"Canadá, Coréia do Sul, Estados Unidos",Estrangeira,Diamond Films,Distribuição Nacional,76.0,817.0
1163,2018,O Que Te Faz Mais Forte,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,12161.0,224455.0
1164,2018,O Quebra-Cabeça,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,9033.0,156263.0
1165,2018,O Quebra-Nozes E Os Quatro Reinos,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,852823.0,13119845.0
1166,2018,O Reencontro,Ficção,França,Estrangeira,Alphaville Filmes,Distribuição Nacional,111.0,1511.0
1167,2018,O Rei do Show*,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,226512.0,3985984.0
1168,2018,O Reino Gelado: Fogo E Gelo,Animação,Rússia,Estrangeira,Califórnia,Distribuição Nacional,114.0,1134.0
1169,2018,O Renascimento Do Parto 2,Documentário,Brasil,Brasileira,Espaço Filmes,Distribuição Nacional,6234.0,100785.0
1170,2018,O Renascimento Do Parto 3,Documentário,Brasil,Brasileira,Espaço Filmes,Distribuição Nacional,1434.0,27773.0
1171,2018,O Retorno De Mary Poppins,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,278127.0,4743284.0
1172,2018,O Retorno Do Herói,Ficção,"Bélgica, França",Estrangeira,A2 Filmes,Distribuição Nacional,18099.0,271298.0
1173,2018,O Sacrifício Do Cervo Sagrado,Ficção,"Irlanda, Reino Unido",Estrangeira,Diamond Films,Distribuição Nacional,13587.0,222884.0
1174,2018,O Segredo De Davi,Ficção,Brasil,Brasileira,Elo Company,Distribuição Nacional,9077.0,111775.0
1175,2018,O Silêncio Da Noite É Que Tem Sido Testemunha Das Minhas Amarguras,Documentário,Brasil,Brasileira,Inquieta Cinema Cultura e Comunicação,Distribuição Nacional,794.0,7191.0
1176,2018,O Silêncio É Uma Prece,Documentário,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,5613.0,97684.0
1177,2018,O Sonho De Greta,Ficção,Austrália,Estrangeira,Pandora Filmes,Distribuição Nacional,50.0,641.0
1178,2018,O Sétimo Selo,Ficção,Suécia,Estrangeira,F. J. Cines,Distribuição Nacional,825.0,11712.0
1179,2018,O Terceiro Assassinato,Ficção,Japão,Estrangeira,Imovision,Distribuição Nacional,6410.0,119638.0
1180,2018,O Touro Ferdinando,Animação,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,3450295.0,47176399.0
1181,2018,O Ódio Que Você Semeia,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,4491.0,82972.0
1182,2018,O Último Cine Drive-In,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,397.0,3970.0
1183,2018,Oh Lucy!,Ficção,"Estados Unidos, Japão",Estrangeira,Imovision,Distribuição Nacional,10749.0,183832.0
1184,2018,Oito Mulheres E Um Segredo,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,1285839.0,20870757.0
1185,2018,Olho Nu,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,59.0,152.0
1186,2018,Olhos Do Deserto,Ficção,"Canadá, França, Marrocos",Estrangeira,Esfera Produções,Distribuição Nacional,1116.0,15718.0
1187,2018,On Yoga - Arquitetura da Paz*,Documentário,Brasil,Brasileira,Bretz Filmes,Distribuição Nacional,421.0,7182.0
1188,2018,Onde A Moeda Cai Em Pé - A História Do São Paulo Futebol Clube,Documentário,Brasil,Brasileira,Elo Company,Distribuição Nacional,3854.0,34564.0
1189,2018,"Onde Está Você, João Gilberto?",Documentário,"Alemanha, França, Suíça",Estrangeira,Imovision,Distribuição Nacional,3796.0,49367.0
1190,2018,Operação Big Hero,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,85.0,3061.0
1191,2018,Operação Overlord,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,197331.0,2869646.0
1192,2018,Operação Red Sparrow,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,340989.0,6101410.0
1193,2018,Os Belos Dias De Aranjuez,Ficção,"Alemanha, França",Estrangeira,Imovision,Distribuição Nacional,134.0,912.0
1194,2018,Os Campos Voltarão,Ficção,Itália,Estrangeira,Filmes Da Mostra,Distribuição Nacional,2.0,22.0
1195,2018,Os Caubóis Do Apocalipse,Ficção,Brasil,Brasileira,Pietà Filmes,Distribuição Nacional,394.0,7020.0
1196,2018,Os Cowboys,Ficção,França,Estrangeira,Bonfilm,Distribuição Nacional,7.0,82.0
1197,2018,Os Estranhos: Caçada Noturna,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,55630.0,756955.0
1198,2018,Os Exterminadores Do Além Contra A Loira Do Banheiro,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,181614.0,2340995.0
1199,2018,Os Fantasmas De Ismael,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,8812.0,141768.0
1200,2018,Os Farofeiros,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,2604658.0,36820843.0
1201,2018,Os Golfinhos Vão Para O Leste,Ficção,"Alemanha, Argentina, Uruguai",Estrangeira,Okna Produções,Distribuição Nacional,198.0,1569.0
1202,2018,Os Incontestáveis,Ficção,Brasil,Brasileira,Livres Filmes,Distribuição Nacional,789.0,7676.0
1203,2018,Os Incríveis 2,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,9809291.0,145011793.0
1204,2018,Os Iniciados,Ficção,"África do Sul, Alemanha, França, Holanda",Estrangeira,Zeta Filmes,Distribuição Nacional,4300.0,56382.0
1205,2018,Os Invisíveis,Ficção,Alemanha,Estrangeira,Mares Filmes/A2 Filmes,Distribuição Nacional,7125.0,110421.0
1206,2018,Os Parças*,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,223209.0,3137549.0
1207,2018,Os Smurfs e a Vila Perdida,Animação,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,65.0,867.0
1208,2018,Outra História Do Mundo,Ficção,"Argentina, Brasil, Uruguai",Brasileira,Fênix Filmes/Tucumán,Distribuição Nacional,5526.0,86119.0
1209,2018,Paddington 2,Animação,"França, Reino Unido",Estrangeira,Imagem,Distribuição Nacional,274325.0,3827468.0
1210,2018,Pagliacci,Documentário,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,570.0,7805.0
1211,2018,Pai em Dose Dupla 2*,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,0.0,0.0
1212,2018,Pantera Negra,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,7438252.0,120998283.0
1213,2018,Papillon,Ficção,"Espanha, Estados Unidos, República Tcheca",Estrangeira,Imagem/Califórnia,Distribuição Nacional,53155.0,1042432.0
1214,2018,Para Minha Amada Morta,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,10.0,65.0
1215,2018,Para Sempre Chape,Documentário,Uruguai,Estrangeira,Arcoplex,Distribuição Nacional,1970.0,28933.0
1216,2018,Para Ter Onde Ir,Ficção,Brasil,Brasileira,O2 Play,Distribuição Nacional,1670.0,13371.0
1217,2018,Paraíso Perdido,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,21554.0,321229.0
1218,2018,Paris 8,Ficção,França,Estrangeira,Cineart Filmes,Distribuição Nacional,5893.0,90295.0
1219,2018,Parquelândia,Documentário,Brasil,Brasileira,Taturana,Distribuição Nacional,18.0,190.0
1220,2018,Paulistas,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,1076.0,7201.0
1221,2018,Paulo - Apóstolo De Cristo,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,767307.0,10998259.0
1222,2018,Pedro Coelho,Animação,"Austrália, Estados Unidos",Estrangeira,Sony,Distribuição Internacional,937373.0,12951181.0
1223,2018,"Pedro Osmar, Prá Liberdade Que Se Conquista",Documentário,Brasil,Brasileira,Complô,Distribuição Nacional,25.0,160.0
1224,2018,Peixonauta: O Filme,Animação,Brasil,Brasileira,Riofilme,Distribuição Nacional,22144.0,300329.0
1225,2018,Pela Janela,Ficção,"Argentina, Brasil",Brasileira,Vitrine Filmes,Distribuição Nacional,5121.0,37415.0
1226,2018,Pendular,Ficção,"Argentina, Brasil, França",Brasileira,Vitrine Filmes,Distribuição Nacional,161.0,389.0
1227,2018,Pequena Grande Vida,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,116568.0,1876767.0
1228,2018,Pets - A Vida Secreta Dos Bichos,Animação,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,2480.0,26867.0
1229,2018,Pica-Pau*,Animação,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,723.0,9193.0
1230,2018,Piripkura,Documentário,Brasil,Brasileira,Synapse,Distribuição Nacional,908.0,16809.0
1231,2018,Po,Ficção,Estados Unidos,Estrangeira,Cineart Filmes,Distribuição Nacional,1282.0,15090.0
1232,2018,Podres De Ricos,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,41358.0,718255.0
1233,2018,Ponto Cego,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,3690.0,58771.0
1234,2018,Por Que Vivemos*,Animação,Japão,Estrangeira,Espaço Filmes,Distribuição Nacional,1237.0,17672.0
1235,2018,Por Trás Dos Seus Olhos,Ficção,"Estados Unidos, Tailândia",Estrangeira,Paris,Distribuição Nacional,10370.0,195243.0
1236,2018,Pra Ficar Na História,Documentário,Brasil,Brasileira,Pipoca & Filmes,Distribuição Nacional,309.0,2582.0
1237,2018,Praça Paris,Ficção,"Argentina, Brasil, Portugal",Brasileira,Imovision,Distribuição Nacional,13348.0,206149.0
1238,2018,Primavera Em Casablanca,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,8208.0,119165.0
1239,2018,Procurando Dory,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,233.0,3466.0
1240,2018,Professor Marston e as Mulheres-Maravilhas*,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,290.0,4808.0
1241,2018,Projeto Flórida,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,25858.0,433285.0
1242,2018,Promessa Ao Amanhecer (2017),Ficção,França,Estrangeira,Bonfilm,Distribuição Nacional,11499.0,169582.0
1243,2018,Pépequeno,Animação,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,1500086.0,20867336.0
1244,2018,Quando Duas Mulheres Pecam,Ficção,Suécia,Estrangeira,F. J. Cines,Distribuição Nacional,674.0,7313.0
1245,2018,Quase Memória,Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,4188.0,60683.0
1246,2018,Queen - Bohemian Rhapsody,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,2350612.0,41208924.0
1247,2018,Quem Mora Lá,Documentário,Brasil,Brasileira,Califórnia/Taturana,Distribuição Nacional,65.0,779.0
1248,2018,Querida Mamãe,Ficção,Brasil,Brasileira,Elo Company,Distribuição Nacional,1646.0,17577.0
1249,2018,Querido Embaixador,Documentário,Brasil,Brasileira,Elo Company,Distribuição Nacional,2297.0,26425.0
1250,2018,Rampage: Destruição Total,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,1337049.0,21146685.0
1251,2018,Rasga Coração,Ficção,Brasil,Brasileira,Sony,Distribuição Internacional,7850.0,130436.0
1252,2018,Redemoinho,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,15.0,117.0
1253,2018,Refém Do Jogo,Ficção,Estados Unidos,Estrangeira,Califórnia/Imagem,Distribuição Nacional,50672.0,699293.0
1254,2018,Rei,Ficção,"Chile, França",Estrangeira,Descoloniza Filmes,Distribuição Nacional,413.0,4467.0
1255,2018,Rei Arthur: A Lenda Da Espada,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,40.0,292.0
1256,2018,Relatos Selvagens,Ficção,"Argentina, Espanha",Estrangeira,Warner,Distribuição Internacional,193.0,1757.0
1257,2018,Rifle,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,3.0,21.0
1258,2018,Rio Do Medo,Documentário,Brasil,Brasileira,Bizum,Distribuição Nacional,79.0,519.0
1259,2018,Rio Mumbai,Ficção,Brasil,Brasileira,Copa Filmes,Distribuição Nacional,322.0,4202.0
1260,2018,Robin Hood: A Origem,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,899166.0,12490095.0
1261,2018,Rocco e Seus Irmãos,Ficção,"França, Itália",Estrangeira,Filmes da Mostra,Distribuição Nacional,54.0,648.0
1262,2018,Roda Gigante*,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,93995.0,1733068.0
1263,2018,Rogério Duarte O Tropikaoslista,Documentário,Brasil,Brasileira,O2 Play,Distribuição Nacional,1419.0,16162.0
1264,2018,Réquiem Para Sra. J,Ficção,"Bulgária, França, Macedônia (República Yugoslava), Rússia, Sérvia",Estrangeira,Zeta Filmes,Distribuição Nacional,1872.0,26954.0
1265,2018,Safári,Documentário,Áustria,Estrangeira,Pandora Filmes,Distribuição Nacional,238.0,2862.0
1266,2018,Sailing Band,Documentário,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,130.0,2609.0
1267,2018,Salto No Vazio,Ficção,Brasil,Brasileira,Cavideo Produções,Distribuição Nacional,124.0,2137.0
1268,2018,Sansão,Ficção,Estados Unidos,Estrangeira,Califórnia,Distribuição Nacional,30269.0,419872.0
1269,2018,Santoro- O Homem E Sua Música,Documentário,Brasil,Brasileira,Dada' N Zen Produções,Distribuição Nacional,489.0,7435.0
1270,2018,Saudade,Documentário,Brasil,Brasileira,Lira Filmes,Distribuição Nacional,2286.0,31830.0
1271,2018,Selfie From Hell,Ficção,"Alemanha, Canadá",Estrangeira,Cineart Filmes,Distribuição Nacional,782.0,12625.0
1272,2018,Sem Amor,Ficção,"Alemanha, Bélgica, França, Rússia",Estrangeira,Sony,Distribuição Internacional,14759.0,229695.0
1273,2018,"Sem Data, Sem Assinatura",Ficção,Irã,Estrangeira,Imovision,Distribuição Nacional,12482.0,196499.0
1274,2018,Sem Fôlego,Ficção,Estados Unidos,Estrangeira,H2O Films,Distribuição Nacional,4688.0,67645.0
1275,2018,Sequestro Relâmpago,Ficção,Brasil,Brasileira,Pagu Pictures,Distribuição Nacional,13075.0,188694.0
1276,2018,Sertão Velho Cerrado,Documentário,Brasil,Brasileira,O2 Play,Distribuição Nacional,1789.0,22831.0
1277,2018,Severina,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,13599.0,144159.0
1278,2018,Sexy Por Acidente,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,136779.0,2027220.0
1279,2018,Sherlock Gnomes E O Mistério Do Jardim,Animação,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,489323.0,7332924.0
1280,2018,Sicario: Dia Do Soldado,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,47201.0,939753.0
1281,2018,Silêncio no Estúdio*,Documentário,Brasil,Brasileira,Modo Operante Produções,Distribuição Nacional,0.0,0.0
1282,2018,Sing - Quem Canta Seus Males Espanta,Animação,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,2384.0,23401.0
1283,2018,Slam: Voz De Levante,Documentário,Brasil,Brasileira,Pagu Pictures,Distribuição Nacional,748.0,12861.0
1284,2018,Slender Man - Pesadelo Sem Rosto,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,467611.0,6529756.0
1285,2018,Sobrenatural: A Última Chave,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,1068464.0,15112209.0
1286,2018,Sol Da Meia-Noite,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,32945.0,444869.0
1287,2018,Soldados Do Araguaia,Documentário,Brasil,Brasileira,Urca Filme,Distribuição Nacional,1299.0,18519.0
1288,2018,Somente O Mar Sabe,Ficção,Reino Unido,Estrangeira,Paris,Distribuição Nacional,12126.0,244030.0
1289,2018,Sonata De Outono,Ficção,"Alemanha, França, Inglaterra, Suécia",Estrangeira,F. J. Cines,Distribuição Nacional,381.0,5361.0
1290,2018,Star Wars: Os Últimos Jedi*,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,354621.0,6833743.0
1291,2018,Stromboli,Ficção,Itália,Estrangeira,Zeta Filmes,Distribuição Nacional,3005.0,41481.0
1292,2018,Submersão,Ficção,Estados Unidos,Estrangeira,Califórnia,Distribuição Nacional,19833.0,422356.0
1293,2018,Suburbicon: Bem-vindos ao Paraíso*,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,3423.0,52674.0
1294,2018,Sueño Florianópolis,Ficção,"Argentina, Brasil",Brasileira,Vitrine Filmes,Distribuição Nacional,3939.0,30067.0
1295,2018,Super Orquestra Arcoverdense De Ritmos Americanos,Documentário,Brasil,Brasileira,Inquieta Cinema Cultura e Comunicação,Distribuição Nacional,228.0,1522.0
1296,2018,Superman: O Filme,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,3309.0,62711.0
1297,2018,T2: Trainspotting,Ficção,Reino Unido,Estrangeira,Sony,Distribuição Internacional,38.0,231.0
1298,2018,Taego Ãwa,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,7.0,58.0
1299,2018,Takara - A Noite Em Que Nadei,Ficção,"França, Japão",Estrangeira,Zeta Filmes,Distribuição Nacional,1687.0,23280.0
1300,2018,Talvez Uma História De Amor,Ficção,Brasil,Brasileira,Warner,Distribuição Internacional,37296.0,557308.0
1301,2018,Tamara,Ficção,"Peru, Uruguai, Venezuela",Estrangeira,Lança Filmes,Distribuição Nacional,1077.0,14659.0
1302,2018,Te Peguei!,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,24602.0,435964.0
1303,2018,Tempestade: Planeta Em Fúria,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,409.0,2865.0
1304,2018,Temporada,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,47.0,476.0
1305,2018,Tesnota,Ficção,Rússia,Estrangeira,Zeta Filmes,Distribuição Nacional,2739.0,38111.0
1306,2018,Teu Mundo Não Cabe Nos Meus Olhos,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,14881.0,240191.0
1307,2018,The Avengers: Os Vingadores,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,1107.0,11006.0
1308,2018,The Post - A Guerra Secreta,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,471063.0,9162788.0
1309,2018,The Square - A Arte da Discórdia*,Ficção,"Alemanha, Dinamarca, França, Suécia",Estrangeira,Pandora Filmes,Distribuição Nacional,44489.0,688165.0
1310,2018,Thelma*,Ficção,"Dinamarca, França, Noruega, Suécia",Estrangeira,Alphaville Filmes,Distribuição Nacional,650.0,8431.0
1311,2018,Thor: Ragnarok*,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,476.0,6198.0
1312,2018,Tinta Bruta,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,6550.0,49947.0
1313,2018,Titanic 3D,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,4162.0,29655.0
1314,2018,Todas As Canções De Amor,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,27649.0,390402.0
1315,2018,Todas as Meninas Reunidas Vamos Lá*,Documentário,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,32.0,218.0
1316,2018,Todas As Razões Para Esquecer,Ficção,Brasil,Brasileira,Bretz Filmes/Pagu Pictures,Distribuição Nacional,2305.0,35918.0
1317,2018,Todo Clichê Do Amor,Ficção,Brasil,Brasileira,Muk Produções/Enkapothado,Distribuição Nacional,573.0,10049.0
1318,2018,Todo Dia,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,114908.0,1783139.0
1319,2018,Todo O Dinheiro Do Mundo,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,131414.0,2259434.0
1320,2018,Todos Os Paulos Do Mundo,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,2846.0,19986.0
1321,2018,Tomb Raider: A Origem,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,895812.0,14622945.0
1322,2018,Toni Erdmann,Ficção,"Áustria, Alemanha",Estrangeira,Sony,Distribuição Internacional,82.0,663.0
1323,2018,Torquato Neto - Todas As Horas Do Fim,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,9320.0,72736.0
1324,2018,Torre. Um Dia Brilhante.,Ficção,Polônia,Estrangeira,Zeta Filmes,Distribuição Nacional,788.0,9801.0
1325,2018,Tour De France,Ficção,França,Estrangeira,Bonfilm,Distribuição Nacional,42.0,573.0
1326,2018,Traffik - Liberdade Roubada,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,2404.0,45837.0
1327,2018,Trama Fantasma,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,112750.0,2198815.0
1328,2018,Transformers: O Último Cavaleiro,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,330.0,2569.0
1329,2018,Troca De Rainhas,Ficção,"Bélgica, França",Estrangeira,Pandora Filmes,Distribuição Nacional,24656.0,403649.0
1330,2018,Tropykaos,Ficção,Brasil,Brasileira,Pipa Produções,Distribuição Nacional,1752.0,13508.0
1331,2018,Três Anúncios Para Um Crime,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Fox,Distribuição Internacional,388425.0,7318793.0
1332,2018,Tudo Acaba Em Festa,Ficção,Brasil,Brasileira,Paris,Distribuição Nacional,30562.0,462133.0
1333,2018,Tudo Por Um Pop Star,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,1187570.0,15786420.0
1334,2018,Tudo Que Quero,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,17966.0,381953.0
1335,2018,Tudo É Irrelevante - Helio Jaguaribe,Documentário,Brasil,Brasileira,Arthouse,Distribuição Nacional,221.0,2341.0
1336,2018,Tudo é Projeto*,Documentário,Brasil,Brasileira,Olé Produções,Distribuição Nacional,58.0,855.0
1337,2018,Tully,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,35439.0,698264.0
1338,2018,Tungstênio,Ficção,Brasil,Brasileira,Pagu Pictures,Distribuição Nacional,5737.0,87296.0
1339,2018,Um Casamento,Documentário,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,16.0,79.0
1340,2018,Um Dia,Ficção,Hungria,Estrangeira,Zeta Filmes,Distribuição Nacional,6332.0,89284.0
1341,2018,Um Dia Para Viver,Ficção,Estados Unidos,Estrangeira,Playarte,Distribuição Nacional,19811.0,289691.0
1342,2018,Um Filme de Cinema*,Documentário,Brasil,Brasileira,Arthouse,Distribuição Nacional,102.0,635.0
1343,2018,Um Homem Comum,Ficção,"Estados Unidos, Sérvia",Estrangeira,Mares Filmes/A2 Filmes,Distribuição Nacional,40337.0,638893.0
1344,2018,Um Lugar Silencioso,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,1507525.0,23146006.0
1345,2018,Um Pequeno Favor,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,140860.0,2738277.0
